timeframe,ticker,market,model_name,config_index,window_id,model_hyperparameters_dict,start_date,end_date,test_data_values_list,test_data_model_predictions_list
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,0,{},2022-09-14 00:00:00,2022-09-14 00:00:00,[30.3],[29.9]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,1,{},2022-09-15 00:00:00,2022-09-15 00:00:00,[30.3],[30.3]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,2,{},2022-09-16 00:00:00,2022-09-16 00:00:00,[30.3],[30.3]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,3,{},2022-09-19 00:00:00,2022-09-19 00:00:00,[30.25],[30.3]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,4,{},2022-09-20 00:00:00,2022-09-20 00:00:00,[30.15],[30.25]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,5,{},2022-09-21 00:00:00,2022-09-21 00:00:00,[30.7],[30.15]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,6,{},2022-09-22 00:00:00,2022-09-22 00:00:00,[31.25],[30.7]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,7,{},2022-09-23 00:00:00,2022-09-23 00:00:00,[29.0],[31.25]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,8,{},2022-09-26 00:00:00,2022-09-26 00:00:00,[29.0],[29.0]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,9,{},2022-09-27 00:00:00,2022-09-27 00:00:00,[29.057831325301205],[29.0]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,10,{},2022-09-28 00:00:00,2022-09-28 00:00:00,[29.11566265060241],[29.057831325301205]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,11,{},2022-09-29 00:00:00,2022-09-29 00:00:00,[29.17349397590361],[29.11566265060241]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,12,{},2022-09-30 00:00:00,2022-09-30 00:00:00,[29.34698795180723],[29.17349397590361]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,13,{},2022-10-03 00:00:00,2022-10-03 00:00:00,[29.404819277108437],[29.34698795180723]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,14,{},2022-10-04 00:00:00,2022-10-04 00:00:00,[29.46265060240964],[29.404819277108437]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,15,{},2022-10-05 00:00:00,2022-10-05 00:00:00,[29.520481927710843],[29.46265060240964]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,16,{},2022-10-06 00:00:00,2022-10-06 00:00:00,[29.57831325301205],[29.520481927710843]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,17,{},2022-10-07 00:00:00,2022-10-07 00:00:00,[29.751807228915663],[29.57831325301205]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,18,{},2022-10-10 00:00:00,2022-10-10 00:00:00,[29.809638554216868],[29.751807228915663]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,19,{},2022-10-11 00:00:00,2022-10-11 00:00:00,[29.867469879518072],[29.809638554216868]
