timeframe,ticker,market,model_name,config_index,window_id,model_hyperparameters_dict,start_date,end_date,test_data_values_list,test_data_model_predictions_list
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,20,{},2022-10-12 00:00:00,2022-10-12 00:00:00,[29.92530120481928],[29.867469879518072]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,21,{},2022-10-13 00:00:00,2022-10-13 00:00:00,[29.98313253012048],[29.92530120481928]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,22,{},2022-10-14 00:00:00,2022-10-14 00:00:00,[30.156626506024097],[29.98313253012048]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,23,{},2022-10-17 00:00:00,2022-10-17 00:00:00,[30.2144578313253],[30.156626506024097]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,24,{},2022-10-18 00:00:00,2022-10-18 00:00:00,[30.272289156626503],[30.2144578313253]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,25,{},2022-10-19 00:00:00,2022-10-19 00:00:00,[30.33012048192771],[30.272289156626503]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,26,{},2022-10-20 00:00:00,2022-10-20 00:00:00,[30.38795180722892],[30.33012048192771]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,27,{},2022-10-21 00:00:00,2022-10-21 00:00:00,[30.56144578313253],[30.38795180722892]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,28,{},2022-10-24 00:00:00,2022-10-24 00:00:00,[30.61927710843373],[30.56144578313253]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,29,{},2022-10-25 00:00:00,2022-10-25 00:00:00,[30.67710843373494],[30.61927710843373]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,30,{},2022-10-26 00:00:00,2022-10-26 00:00:00,[30.734939759036145],[30.67710843373494]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,31,{},2022-10-27 00:00:00,2022-10-27 00:00:00,[30.79277108433735],[30.734939759036145]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,32,{},2022-10-28 00:00:00,2022-10-28 00:00:00,[30.966265060240964],[30.79277108433735]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,33,{},2022-10-31 00:00:00,2022-10-31 00:00:00,[31.02409638554217],[30.966265060240964]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,34,{},2022-11-01 00:00:00,2022-11-01 00:00:00,[31.08192771084337],[31.02409638554217]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,35,{},2022-11-02 00:00:00,2022-11-02 00:00:00,[31.13975903614458],[31.08192771084337]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,36,{},2022-11-03 00:00:00,2022-11-03 00:00:00,[31.197590361445783],[31.13975903614458]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,37,{},2022-11-04 00:00:00,2022-11-04 00:00:00,[31.371084337349394],[31.197590361445783]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,38,{},2022-11-07 00:00:00,2022-11-07 00:00:00,[31.4289156626506],[31.371084337349394]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,39,{},2022-11-08 00:00:00,2022-11-08 00:00:00,[31.486746987951804],[31.4289156626506]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,40,{},2022-11-09 00:00:00,2022-11-09 00:00:00,[31.54457831325301],[31.486746987951804]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,41,{},2022-11-10 00:00:00,2022-11-10 00:00:00,[31.602409638554214],[31.54457831325301]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,42,{},2022-11-11 00:00:00,2022-11-11 00:00:00,[31.775903614457828],[31.602409638554214]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,43,{},2022-11-14 00:00:00,2022-11-14 00:00:00,[31.833734939759037],[31.775903614457828]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,44,{},2022-11-15 00:00:00,2022-11-15 00:00:00,[31.89156626506024],[31.833734939759037]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,45,{},2022-11-16 00:00:00,2022-11-16 00:00:00,[31.949397590361443],[31.89156626506024]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,46,{},2022-11-17 00:00:00,2022-11-17 00:00:00,[32.00722891566265],[31.949397590361443]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,47,{},2022-11-18 00:00:00,2022-11-18 00:00:00,[32.18072289156626],[32.00722891566265]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,48,{},2022-11-21 00:00:00,2022-11-21 00:00:00,[32.23855421686747],[32.18072289156626]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,49,{},2022-11-22 00:00:00,2022-11-22 00:00:00,[32.29638554216867],[32.23855421686747]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,50,{},2022-11-23 00:00:00,2022-11-23 00:00:00,[32.35421686746988],[32.29638554216867]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,51,{},2022-11-24 00:00:00,2022-11-24 00:00:00,[32.41204819277108],[32.35421686746988]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,52,{},2022-11-25 00:00:00,2022-11-25 00:00:00,[32.5855421686747],[32.41204819277108]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,53,{},2022-11-28 00:00:00,2022-11-28 00:00:00,[32.6433734939759],[32.5855421686747]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,54,{},2022-11-29 00:00:00,2022-11-29 00:00:00,[32.70120481927711],[32.6433734939759]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,55,{},2022-11-30 00:00:00,2022-11-30 00:00:00,[32.75903614457831],[32.70120481927711]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,56,{},2022-12-01 00:00:00,2022-12-01 00:00:00,[32.81686746987952],[32.75903614457831]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,57,{},2022-12-02 00:00:00,2022-12-02 00:00:00,[32.99036144578313],[32.81686746987952]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,58,{},2022-12-05 00:00:00,2022-12-05 00:00:00,[33.04819277108434],[32.99036144578313]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,59,{},2022-12-06 00:00:00,2022-12-06 00:00:00,[33.10602409638554],[33.04819277108434]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,60,{},2022-12-07 00:00:00,2022-12-07 00:00:00,[33.16385542168675],[33.10602409638554]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,61,{},2022-12-08 00:00:00,2022-12-08 00:00:00,[33.22168674698795],[33.16385542168675]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,62,{},2022-12-09 00:00:00,2022-12-09 00:00:00,[33.39518072289157],[33.22168674698795]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,63,{},2022-12-12 00:00:00,2022-12-12 00:00:00,[33.45301204819277],[33.39518072289157]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,64,{},2022-12-13 00:00:00,2022-12-13 00:00:00,[33.51084337349398],[33.45301204819277]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,65,{},2022-12-14 00:00:00,2022-12-14 00:00:00,[33.56867469879518],[33.51084337349398]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,66,{},2022-12-15 00:00:00,2022-12-15 00:00:00,[33.626506024096386],[33.56867469879518]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,67,{},2022-12-16 00:00:00,2022-12-16 00:00:00,[33.8],[33.626506024096386]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,68,{},2022-12-19 00:00:00,2022-12-19 00:00:00,[33.8],[33.8]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,69,{},2022-12-20 00:00:00,2022-12-20 00:00:00,[33.8],[33.8]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,70,{},2022-12-21 00:00:00,2022-12-21 00:00:00,[33.8],[33.8]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,71,{},2022-12-22 00:00:00,2022-12-22 00:00:00,[33.8],[33.8]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,72,{},2022-12-23 00:00:00,2022-12-23 00:00:00,[33.8],[33.8]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,73,{},2022-12-26 00:00:00,2022-12-26 00:00:00,[33.8],[33.8]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,74,{},2022-12-27 00:00:00,2022-12-27 00:00:00,[33.8],[33.8]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,75,{},2022-12-28 00:00:00,2022-12-28 00:00:00,[33.8],[33.8]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,76,{},2022-12-29 00:00:00,2022-12-29 00:00:00,[33.8],[33.8]
co2,Australia,Australia,NAIVE_LAST_PRICE,-1,77,{},2022-12-30 00:00:00,2022-12-30 00:00:00,[33.8],[33.8]
