,Price,equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,ALI_F,SMA_5,PPO_12_26,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10
2022-09-01,87.1,11609.8203125,0.6111199259757996,86.61000061035156,9.26200008392334,2.3852999210357666,781.0,2277.25,86.69000000000001,2.900073007996861,86.88998890690404,2.1101992966002348,0.5607142857142853,2.4951113538986807
2022-09-02,87.05,11628.25,0.6084908843040466,86.87000274658203,8.78600025177002,2.463599920272827,780.0,2276.5,86.85999999999999,2.826295770539584,86.13311036360923,1.8128654970760216,0.5285714285714279,2.035695615157959
2022-09-05,87.15,11619.0400390625,0.6086316108703613,86.87749862670898,8.305250406265259,2.4278249740600586,776.25,2255.125,86.96000000000001,2.7446573688881952,86.38848490516405,1.9298245614035148,0.3392857142857143,1.980871393386031
2022-09-06,87.3,11599.23046875,0.6105490922927856,86.87999725341797,8.145000457763672,2.4158999919891357,775.0,2248.0,87.08000000000001,2.6625278444851364,86.78171750313997,1.452643811737353,0.34642857142857103,2.096545903262421
2022-09-07,85.5,11548.2998046875,0.6033000349998474,81.94000244140625,7.8420000076293945,2.3076999187469482,800.0,2221.0,86.82000000000001,2.4003051673154094,63.190088243458305,-0.1168224299065379,0.34285714285714264,1.6350903933698149
2022-09-08,85.7,11677.9296875,0.6062516570091248,83.54000091552734,7.914999961853027,2.346100091934204,812.0,2240.25,86.53999999999999,2.1861932777362623,64.3497580483108,0.0,0.34285714285714264,1.6158503762892202
2022-09-09,85.5,11757.76953125,0.6070399284362793,86.79000091552734,7.995999813079834,2.4330999851226807,818.0,2275.75,86.22999999999999,1.9749934627910513,62.23816117964222,-0.8120649651972234,0.35714285714285715,1.1429021532754104
2022-09-12,85.0,11813.2099609375,0.611291766166687,87.77999877929688,8.24899959564209,2.4447999000549316,805.0,2272.5,85.8,1.7405614704582488,57.185986045728015,-1.9042123485285667,0.35357142857142876,0.5273413208356326
2022-09-13,84.0,11762.150390625,0.6146697402000427,87.30999755859375,8.284000396728516,2.4804000854492188,805.0,2299.5,85.14,1.4438430084035936,48.67562709236907,-3.114186851211076,0.39285714285714285,-0.09060095796569811
2022-09-14,84.0,11658.0400390625,0.6005104780197144,88.4800033569336,9.11400032043457,2.5244998931884766,793.0,2259.25,84.84,1.1948471124345965,48.67562709236907,-3.2258064516129004,0.3857142857142851,-0.33515907584208815
2022-09-15,83.0,11658.9404296875,0.6016883254051208,85.0999984741211,8.324000358581543,2.4286999702453613,800.0,2290.75,84.3,0.8921884366783264,41.51103888935596,-4.7072330654420185,0.4214285714285708,-0.722918389896785
2022-09-16,83.025,11580.4599609375,0.595770001411438,85.11000061035156,7.763999938964844,2.4156999588012695,789.0,2264.25,83.80499999999999,0.6468747971953349,41.741905245287406,-4.623779437105102,0.3910714285714282,-0.49764552838308873
2022-09-19,83.1,11531.990234375,0.5995599627494812,85.7300033569336,7.751999855041504,2.464099884033203,787.0,2235.5,83.425,0.4541093942568097,42.47548217657836,-4.6471600688468335,0.39285714285714185,-0.04206612791084208
2022-09-20,82.75,11570.4296875,0.5966800451278687,84.44999694824219,7.7170000076293945,2.4477999210357666,798.0,2228.25,83.175,0.2645282086825859,39.94751943309209,-5.211912943871699,0.4107142857142847,-0.1700503615439377
2022-09-21,82.75,11498.9501953125,0.5901898741722107,82.94000244140625,7.7789998054504395,2.4865000247955322,798.0,2179.75,82.925,0.11270086532539257,39.9475194330921,-3.2163742690058506,0.38928571428571346,-0.2069484242534827
2022-09-22,81.75,11518.3203125,0.5829408168792725,83.48999786376953,7.089000225067139,2.515700101852417,798.0,2207.75,82.675,-0.10309586681295335,33.36711821752269,-4.609101516919489,0.4571428571428565,-0.5214114113388888
2022-09-23,82.0,11434.8203125,0.5848295092582703,78.73999786376953,6.828000068664551,2.382999897003174,802.0,2157.5,82.47,-0.24769087757142888,36.19675078446398,-4.093567251461994,0.46785714285714164,-0.284472505024838
2022-09-26,81.85,11288.494873046875,0.5741912722587585,76.70999908447266,6.9029998779296875,2.384200096130371,799.0,2126.25,82.22,-0.37291917380732714,35.23005309543623,-3.705882352941181,0.46785714285714264,-0.47986363380319474
2022-09-27,81.0,11239.7197265625,0.5665497779846191,78.5,6.651000022888184,2.4930999279022217,802.0,2098.75,81.87,-0.5489472599003633,30.29292248709629,-3.57142857142857,0.3999999999999996,-0.8343542197758698
2022-09-28,80.0,11119.5703125,0.5631391406059265,82.1500015258789,6.868000030517578,2.577899932861328,786.0,2114.25,81.32000000000001,-0.7780467047978125,25.725323918964307,-4.761904761904767,0.4571428571428565,-1.2217045304214302
2022-09-29,79.0,11200.0400390625,0.5718501210212708,81.2300033569336,6.874000072479248,2.5076000690460205,783.0,2192.75,80.77000000000001,-1.0472744681060657,22.131603274544688,-4.81927710843374,0.5142857142857135,-1.5872837911017577
2022-09-30,78.0,11065.7099609375,0.5742308497428894,79.48999786376953,6.765999794006348,2.472599983215332,776.0,2157.25,79.97,-1.3462115516884088,19.237484046281097,-6.052393857271909,0.5499999999999992,-1.9107222349162782
2022-10-03,78.0,10959.4501953125,0.5618608593940735,83.62999725341797,6.46999979019165,2.5129001140594482,770.0,2213.0,79.2,-1.5677541424020787,19.237484046281097,-6.137184115523464,0.47857142857142776,-1.8693359405752847
2022-10-04,78.05,11090.0302734375,0.5719612836837769,86.5199966430664,6.836999893188477,2.683000087738037,774.0,2347.25,78.60999999999999,-1.7206425739141347,19.845299737602417,-5.679758308157101,0.48214285714285615,-1.364283734656217
2022-10-05,78.2,11180.009765625,0.5737300515174866,87.76000213623047,6.929999828338623,2.6684999465942383,757.0,2359.25,78.25,-1.8075444430019558,21.74797037697408,-5.498489425981868,0.4214285714285708,-0.7154638563569424
2022-10-06,82.5,11125.240234375,0.5776006579399109,88.44999694824219,6.9720001220703125,2.6814000606536865,750.0,2355.0,78.95,-1.4283842729914047,54.84118866311277,0.917431192660545,0.726785714285713,-0.06681355556569812
2022-10-07,82.9,11103.7900390625,0.566068708896637,92.63999938964844,6.748000144958496,2.734600067138672,748.0,2295.75,79.92999999999999,-1.07591654223449,56.67663541585941,1.097560975609757,0.75,0.5227991634457823
2022-10-10,82.22,10918.48046875,0.56067955493927,91.12999725341797,6.434999942779541,2.62280011177063,750.0,2258.0,80.774,-0.8548630587027048,52.75139012275877,0.4520464263897406,0.7735714285714295,0.3982953518190442
2022-10-11,80.75,10956.7099609375,0.5572396516799927,89.3499984741211,6.5960001945495605,2.6273000240325928,736.0,2245.25,81.31400000000001,-0.816598691693848,45.42702273021308,-0.30864197530864335,0.8785714285714293,-0.007028512193626213
2022-10-12,80.4,10873.23046875,0.5584813952445984,87.2699966430664,6.434999942779541,2.6303000450134277,751.0,2312.25,81.75399999999999,-0.8118462335498783,43.86533896901595,0.5000000000000115,0.8321428571428575,-0.49038568272666083
2022-10-13,80.7,10817.48046875,0.561138927936554,89.11000061035156,6.741000175476074,2.703399896621704,753.0,2388.0,81.39399999999999,-0.7693915459892873,45.59189360138148,2.1518987341772267,0.835714285714286,-0.3253603722422973
2022-10-14,81.0,10868.08984375,0.5639108419418335,85.61000061035156,6.453000068664551,2.6308999061584473,751.0,2337.75,81.014,-0.697805590000696,47.336290673001926,3.8461538461538547,0.846428571428571,0.08991001588696967
