,Price,equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,ALI_F,SMA_5,PPO_12_26,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10
2022-09-01,13.52,3966.85009765625,109.69000244140625,86.61000061035156,9.26200008392334,2.3852999210357666,781.0,2277.25,13.434000000000001,0.2955981025349473,54.700759486464825,-0.2949852507374673,0.07357142857142865,-1.0138222424385444
2022-09-02,13.48,3924.260009765625,109.52999877929688,86.87000274658203,8.78600025177002,2.463599920272827,780.0,2276.5,13.45,0.27478407821813,52.57805042779318,-1.5339663988312546,0.07428571428571422,-1.2850650134986967
2022-09-05,13.405000000000001,3912.2074584960938,110.03999900817871,86.87749862670898,8.305250406265259,2.4278249740600586,776.25,2255.125,13.451000000000002,0.21092993734096577,48.7575117025413,-2.0818115412709837,0.07249999999999979,-1.597385691341604
2022-09-06,13.38,3908.18994140625,110.20999908447266,86.87999725341797,8.145000457763672,2.4158999919891357,775.0,2248.0,13.467000000000002,0.14366132581882554,47.51802481675234,-2.121433796634964,0.0707142857142856,-1.8981181785190118
2022-09-07,13.25,3979.8701171875,109.83999633789062,81.94000244140625,7.8420000076293945,2.3076999187469482,800.0,2221.0,13.407,0.01208684794844914,41.59636076103505,-2.930402930402931,0.07642857142857132,-2.1667707252262227
2022-09-08,13.03,4006.179931640625,109.70999908447266,83.54000091552734,7.914999961853027,2.346100091934204,812.0,2240.25,13.309000000000001,-0.2224975200063224,33.8976357691114,-4.0500736377025115,0.08285714285714287,-2.3978767011313344
2022-09-09,13.2,4067.360107421875,109.0,86.79000091552734,7.995999813079834,2.4330999851226807,818.0,2275.75,13.253,-0.3028293331355905,42.71986656675975,-1.4925373134328401,0.095,-1.9562494457169413
2022-09-12,13.28,4110.41015625,108.33000183105469,87.77999877929688,8.24899959564209,2.4447999000549316,805.0,2272.5,13.228,-0.3145962233480737,46.348703026931275,-0.8955223880597107,0.09928571428571432,-1.2795610734367857
2022-09-13,13.23,3932.68994140625,109.81999969482422,87.30999755859375,8.284000396728516,2.4804000854492188,805.0,2299.5,13.197999999999999,-0.35020591179067406,44.45317227416391,-0.5263157894736858,0.10142857142857142,-1.204592096282469
2022-09-14,13.26,3946.010009765625,109.66000366210938,88.4800033569336,9.11400032043457,2.5244998931884766,793.0,2259.25,13.2,-0.35620693837128026,45.883254001583694,-2.1402214022140265,0.0985714285714285,-0.7462327786936607
2022-09-15,13.38,3901.35009765625,109.73999786376953,85.0999984741211,8.324000358581543,2.4286999702453613,800.0,2290.75,13.27,-0.2849621680674179,51.2858377638325,-1.0355029585798703,0.0942857142857143,-0.17270098707154347
2022-09-16,13.31,3873.330078125,109.76000213623047,85.11000061035156,7.763999938964844,2.4156999588012695,789.0,2264.25,13.292000000000002,-0.2678186105173533,48.2592591303175,-1.261127596439171,0.09928571428571432,-0.24055607349235508
2022-09-19,13.23,3899.889892578125,109.73999786376953,85.7300033569336,7.751999855041504,2.464099884033203,787.0,2235.5,13.282,-0.2992800504009882,44.99141881110042,-1.3054830287206332,0.09785714285714293,-0.5646280567106556
2022-09-20,13.15,3855.929931640625,110.22000122070312,84.44999694824219,7.7170000076293945,2.4477999210357666,798.0,2228.25,13.266,-0.36860205785291517,41.9334998567779,-1.7189835575485812,0.08571428571428578,-0.9640549537808099
2022-09-21,13.08,3789.929931640625,110.63999938964844,82.94000244140625,7.7789998054504395,2.4865000247955322,798.0,2179.75,13.23,-0.4609954549175006,39.40949662831508,-1.2830188679245236,0.08857142857142859,-1.3579973249657984
2022-09-22,12.86,3757.989990234375,111.3499984741211,83.48999786376953,7.089000225067139,2.515700101852417,798.0,2207.75,13.126000000000001,-0.6612439875099401,32.73969715556369,-1.304681504221028,0.10142857142857155,-1.7138830836354932
2022-09-23,12.71,3693.22998046875,113.19000244140625,78.73999786376953,6.828000068664551,2.382999897003174,802.0,2157.5,13.006,-0.9026732411218923,29.120857726687703,-3.7121212121212,0.10678571428571436,-2.021846977306234
2022-09-26,12.69,3655.0400390625,114.0999984741211,76.70999908447266,6.9029998779296875,2.384200096130371,799.0,2126.25,12.898,-1.095290804684797,28.66588699419445,-4.442771084337349,0.10642857142857157,-2.28220975405279
2022-09-27,12.79,3647.2900390625,114.11000061035156,78.5,6.651000022888184,2.4930999279022217,802.0,2098.75,12.825999999999999,-1.173760816158254,34.20131491577838,-3.325774754346189,0.10428571428571434,-1.8630663668988543
2022-09-28,12.76,3719.0400390625,112.5999984741211,82.1500015258789,6.868000030517578,2.577899932861328,786.0,2114.25,12.762,-1.2409141937921022,33.36484752064271,-3.7707390648567096,0.09071428571428568,-1.840410766072349
2022-09-29,12.87,3640.469970703125,112.25,81.2300033569336,6.874000072479248,2.5076000690460205,783.0,2192.75,12.764,-1.2122864366530415,39.23335406613282,-3.811659192825123,0.08642857142857137,-1.3456506779094735
2022-09-30,13.15,3585.6201171875,112.12000274658203,79.48999786376953,6.765999794006348,2.472599983215332,776.0,2157.25,12.852,-1.0040758574575148,51.05071673694539,-1.2021036814425234,0.10071428571428573,-0.7027351256692551
2022-10-03,13.12,3678.429931640625,111.75,83.62999725341797,6.46999979019165,2.5129001140594482,770.0,2213.0,12.937999999999999,-0.8479263473480858,49.93033080124984,-0.8314436885865528,0.09928571428571445,-0.6940210246919616
