,Price,equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10
2022-09-19,57.29,3115.60009765625,6.979000091552734,85.7300033569336,7.751999855041504,2.464099884033203,787.0,58.258,-0.8841674451850714,36.876673863553506,-4.341292369343797,0.7214285714285715,-0.48665906921616653
2022-09-20,56.96,3122.409912109375,7.0055999755859375,84.44999694824219,7.7170000076293945,2.4477999210357666,798.0,57.65,-1.0144641671861399,35.42552385187197,-3.3593484899898107,0.7200000000000004,-0.8836615826215528
2022-09-21,57.0,3117.179931640625,7.017199993133545,82.94000244140625,7.7789998054504395,2.4865000247955322,798.0,57.45,-1.0152926729051288,35.755533796347166,-5.07910074937552,0.6964285714285714,-0.6475570124127081
2022-09-22,51.86,3108.909912109375,7.047900199890137,83.48999786376953,7.089000225067139,2.515700101852417,798.0,56.222,-2.3388362720298455,20.943729475075557,-13.566666666666672,1.0335714285714286,-0.8102817780170248
2022-09-23,56.45,3088.3701171875,7.076600074768066,78.73999786376953,6.828000068664551,2.382999897003174,802.0,55.912,-1.6890034454082739,43.46586996934224,-2.6724137931034453,1.3514285714285716,-0.48500720230815375
2022-09-26,54.7475,3051.22998046875,7.127399921417236,76.70999908447266,6.9029998779296875,2.384200096130371,799.0,55.403499999999994,-1.6954060325721176,39.02493285378749,-7.987394957983184,1.4051785714285714,-0.6260305847628729
2022-09-27,54.18,3093.860107421875,7.1479997634887695,78.5,6.651000022888184,2.4930999279022217,802.0,54.847500000000004,-1.7551164850172976,37.644267194206655,-9.699999999999998,1.3664285714285715,-0.9449919153340893
2022-09-28,53.02,3045.070068359375,7.176799774169922,82.1500015258789,6.868000030517578,2.577899932861328,786.0,54.0515,-2.0077785465873244,34.92437431760061,-8.586206896551719,1.445714285714286,-1.3077495582646712
2022-09-29,53.0,3041.199951171875,7.198999881744385,81.2300033569336,6.874000072479248,2.5076000690460205,783.0,54.2795,-2.036532201295951,34.87758399544077,-8.62068965517241,1.3042857142857147,-1.6554459068940304
2022-09-30,54.0,3024.389892578125,7.123899936676025,79.48999786376953,6.765999794006348,2.472599983215332,776.0,53.7895,-1.6501684225088311,39.259466148649935,-6.896551724137934,1.268571428571429,-1.3290084216156757
2022-10-03,53.835,3009.3178955078124,7.114999771118164,83.62999725341797,6.46999979019165,2.5129001140594482,770.0,53.607000000000006,-1.3858286065658285,38.795612022406885,-6.030720893698726,1.2446428571428574,-1.392828684764016
2022-10-04,53.78,3004.293896484375,7.1149001121521,86.5199966430664,6.836999893188477,2.683000087738037,774.0,53.527,-1.1733146222453439,38.63176257297186,-5.58286516853933,1.105714285714286,-1.6104980028916103
2022-10-05,53.725,2999.2698974609375,7.114999771118164,87.76000213623047,6.929999828338623,2.6684999465942383,757.0,53.66799999999999,-1.0019496355037252,38.45685010333252,-5.745614035087721,1.1096428571428574,-1.8713174509536614
