,Price,equity_index,fx_rate,CL_F,NG_F,RB_F,HRC_F,SMA_5,PPO_5_10,RSI_14,ROC_10,ATR_14,CO_chaikin_3_10
2022-09-01,80.32,3456.699951171875,1.003905177116394,86.61000061035156,9.26200008392334,2.3852999210357666,781.0,83.28399999999999,-2.9510666545133244,38.072187854625405,-16.0096204120046,2.1400000000000006,-0.3014673306441118
2022-09-02,77.44,3544.3798828125,0.995232880115509,86.87000274658203,8.78600025177002,2.463599920272827,780.0,80.78599999999999,-3.403921769218299,33.93657446754273,-20.639475302316047,2.21,-0.5337705574053846
2022-09-05,74.04,3490.010009765625,0.9909427762031555,86.87749862670898,8.305250406265259,2.4278249740600586,776.25,78.34599999999999,-4.119494862531322,29.818543261727285,-19.30245231607629,2.3621428571428567,-0.8984609176799605
2022-09-06,69.57,3500.139892578125,0.9952229857444763,86.87999725341797,8.145000457763672,2.4158999919891357,775.0,76.19399999999999,-5.188960553940339,25.446684481919164,-21.769931406724407,2.415,-1.2841559816395627
2022-09-07,68.71,3502.090087890625,0.9897951483726501,81.94000244140625,7.8420000076293945,2.3076999187469482,800.0,74.01599999999999,-5.700979421309018,24.696462033615276,-22.658712291760473,2.460000000000001,-1.6433806912921671
2022-09-08,66.93,3512.3798828125,0.9995701909065247,83.54000091552734,7.914999961853027,2.346100091934204,812.0,71.338,-6.061874373241583,23.17360647715087,-24.747020463233625,2.4478571428571425,-1.9591198278507624
2022-09-09,65.72,3570.0400390625,1.0012015104293823,86.79000091552734,7.995999813079834,2.4330999851226807,818.0,68.994,-6.202268721428596,22.172701977204028,-26.92093850772824,2.1178571428571433,-2.2283658539110274
2022-09-12,71.45,3646.510009765625,1.0071406364440918,87.77999877929688,8.24899959564209,2.4447999000549316,805.0,68.476,-4.67591726956892,36.22118404527304,-17.14981447124303,2.325714285714287,-1.8177514233074055
2022-09-13,69.35,3586.179931640625,1.0129557847976685,87.30999755859375,8.284000396728516,2.4804000854492188,805.0,68.43199999999999,-4.013130281154529,33.812270885305125,-13.668616955060386,2.4692857142857156,-1.8027044813961597
2022-09-14,72.15,3567.56005859375,0.9982032775878906,88.4800033569336,9.11400032043457,2.5244998931884766,793.0,69.12,-2.8028937593391876,39.58191319735283,-9.359296482412049,2.66214285714286,-1.3144848704873624
2022-09-15,71.46,3541.7900390625,0.9984025359153748,85.0999984741211,8.324000358581543,2.4286999702453613,800.0,70.026,-2.1198137481852743,38.68693697351579,-11.0308764940239,2.6407142857142887,-1.3134418596167308
2022-09-16,72.87,3500.409912109375,0.9988313317298889,85.11000061035156,7.763999938964844,2.4156999588012695,789.0,71.45599999999999,-1.3177647898260199,41.59318672140119,-5.901342975206603,2.477857142857146,-0.8754295497499509
2022-09-19,70.71,3499.489990234375,1.002234935760498,85.7300033569336,7.751999855041504,2.464099884033203,787.0,71.30799999999999,-1.2587745238386343,38.576552491759,-4.497568881685588,2.210000000000004,-0.9348400093726363
2022-09-20,70.74,3467.090087890625,1.0029587745666504,84.44999694824219,7.7170000076293945,2.4477999210357666,798.0,71.58599999999998,-1.1449086714876435,38.64311289797113,1.681759379042691,2.1600000000000037,-0.5559770147298586
2022-09-21,69.39,3491.8701171875,0.997078537940979,82.94000244140625,7.7789998054504395,2.4865000247955322,798.0,71.03399999999999,-1.3036664869167534,36.715041990077225,0.9896667151797489,2.205000000000003,-0.6686260610369166
2022-09-22,70.05,3427.139892578125,0.983071506023407,83.48999786376953,7.089000225067139,2.515700101852417,798.0,70.752,-1.1714846736577185,38.33492995039272,4.661586732406975,2.046428571428575,-0.3357437562500847
2022-09-23,65.4,3348.60009765625,0.9841550588607788,78.73999786376953,6.828000068664551,2.382999897003174,802.0,69.25800000000001,-2.0456560497069582,32.10058138603327,-0.48691418137551956,2.1357142857142892,-0.48722429008728163
2022-09-26,69.97,3342.56005859375,0.968992292881012,76.70999908447266,6.9029998779296875,2.384200096130371,799.0,69.11,-1.402410162881954,42.07152836892056,-2.0713785864240775,2.142857142857145,-0.18671866392183656
2022-09-27,67.61,3328.64990234375,0.9623712301254272,78.5,6.651000022888184,2.4930999279022217,802.0,68.48400000000001,-1.4856843670303252,38.89505493933568,-2.509012256669063,2.250000000000002,-0.36499193831580534
2022-09-28,64.8,3335.300048828125,0.9596191644668579,82.1500015258789,6.868000030517578,2.577899932861328,786.0,67.566,-2.0735676573039075,35.46186731436643,-10.187110187110193,2.3235714285714315,-0.7229226470846282
2022-09-29,65.4,3279.0400390625,0.9708172082901001,81.2300033569336,6.874000072479248,2.5076000690460205,783.0,66.636,-2.145109720183875,36.74574168928163,-8.48026868178,2.2800000000000034,-0.48544678730054436
