timeframe,ticker,market,model_name,config_index,window_id,model_hyperparameters_dict,start_date,end_date,test_data_values_list,test_data_model_predictions_list
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,0,{},2022-09-14 00:00:00,2022-09-14 00:00:00,[71.46],[72.15]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,1,{},2022-09-15 00:00:00,2022-09-15 00:00:00,[72.87],[71.46]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,2,{},2022-09-16 00:00:00,2022-09-16 00:00:00,[70.71],[72.87]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,3,{},2022-09-19 00:00:00,2022-09-19 00:00:00,[70.74],[70.71]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,4,{},2022-09-20 00:00:00,2022-09-20 00:00:00,[69.39],[70.74]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,5,{},2022-09-21 00:00:00,2022-09-21 00:00:00,[70.05],[69.39]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,6,{},2022-09-22 00:00:00,2022-09-22 00:00:00,[65.4],[70.05]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,7,{},2022-09-23 00:00:00,2022-09-23 00:00:00,[69.97],[65.4]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,8,{},2022-09-26 00:00:00,2022-09-26 00:00:00,[67.61],[69.97]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,9,{},2022-09-27 00:00:00,2022-09-27 00:00:00,[64.8],[67.61]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,10,{},2022-09-28 00:00:00,2022-09-28 00:00:00,[65.4],[64.8]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,11,{},2022-09-29 00:00:00,2022-09-29 00:00:00,[66.41],[65.4]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,12,{},2022-09-30 00:00:00,2022-09-30 00:00:00,[65.58],[66.41]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,13,{},2022-10-03 00:00:00,2022-10-03 00:00:00,[66.65],[65.58]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,14,{},2022-10-04 00:00:00,2022-10-04 00:00:00,[66.82],[66.65]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,15,{},2022-10-05 00:00:00,2022-10-05 00:00:00,[68.72],[66.82]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,16,{},2022-10-06 00:00:00,2022-10-06 00:00:00,[69.6],[68.72]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,17,{},2022-10-07 00:00:00,2022-10-07 00:00:00,[66.54],[69.6]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,18,{},2022-10-10 00:00:00,2022-10-10 00:00:00,[66.12],[66.54]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,19,{},2022-10-11 00:00:00,2022-10-11 00:00:00,[66.49],[66.12]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,20,{},2022-10-12 00:00:00,2022-10-12 00:00:00,[68.61],[66.49]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,21,{},2022-10-13 00:00:00,2022-10-13 00:00:00,[67.79],[68.61]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,22,{},2022-10-14 00:00:00,2022-10-14 00:00:00,[67.29],[67.79]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,23,{},2022-10-17 00:00:00,2022-10-17 00:00:00,[67.55],[67.29]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,24,{},2022-10-18 00:00:00,2022-10-18 00:00:00,[67.07],[67.55]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,25,{},2022-10-19 00:00:00,2022-10-19 00:00:00,[66.65],[67.07]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,26,{},2022-10-20 00:00:00,2022-10-20 00:00:00,[68.51],[66.65]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,27,{},2022-10-21 00:00:00,2022-10-21 00:00:00,[72.11],[68.51]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,28,{},2022-10-24 00:00:00,2022-10-24 00:00:00,[76.87],[72.11]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,29,{},2022-10-25 00:00:00,2022-10-25 00:00:00,[75.54],[76.87]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,30,{},2022-10-26 00:00:00,2022-10-26 00:00:00,[79.92],[75.54]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,31,{},2022-10-27 00:00:00,2022-10-27 00:00:00,[80.91],[79.92]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,32,{},2022-10-28 00:00:00,2022-10-28 00:00:00,[79.68],[80.91]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,33,{},2022-10-31 00:00:00,2022-10-31 00:00:00,[76.45],[79.68]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,34,{},2022-11-01 00:00:00,2022-11-01 00:00:00,[76.46],[76.45]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,35,{},2022-11-02 00:00:00,2022-11-02 00:00:00,[76.04],[76.46]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,36,{},2022-11-03 00:00:00,2022-11-03 00:00:00,[76.13],[76.04]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,37,{},2022-11-04 00:00:00,2022-11-04 00:00:00,[77.26],[76.13]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,38,{},2022-11-07 00:00:00,2022-11-07 00:00:00,[75.92],[77.26]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,39,{},2022-11-08 00:00:00,2022-11-08 00:00:00,[72.61],[75.92]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,40,{},2022-11-09 00:00:00,2022-11-09 00:00:00,[72.87],[72.61]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,41,{},2022-11-10 00:00:00,2022-11-10 00:00:00,[75.65],[72.87]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,42,{},2022-11-11 00:00:00,2022-11-11 00:00:00,[75.05],[75.65]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,43,{},2022-11-14 00:00:00,2022-11-14 00:00:00,[76.47],[75.05]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,44,{},2022-11-15 00:00:00,2022-11-15 00:00:00,[73.25],[76.47]
