timeframe,ticker,market,model_name,config_index,window_id,model_hyperparameters_dict,start_date,end_date,test_data_values_list,test_data_model_predictions_list
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,45,{},2022-11-16 00:00:00,2022-11-16 00:00:00,[72.24],[73.25]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,46,{},2022-11-17 00:00:00,2022-11-17 00:00:00,[72.31],[72.24]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,47,{},2022-11-18 00:00:00,2022-11-18 00:00:00,[74.45],[72.31]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,48,{},2022-11-21 00:00:00,2022-11-21 00:00:00,[73.75],[74.45]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,49,{},2022-11-22 00:00:00,2022-11-22 00:00:00,[75.7],[73.75]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,50,{},2022-11-23 00:00:00,2022-11-23 00:00:00,[78.1],[75.7]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,51,{},2022-11-24 00:00:00,2022-11-24 00:00:00,[78.7],[78.1]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,52,{},2022-11-25 00:00:00,2022-11-25 00:00:00,[78.68],[78.7]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,53,{},2022-11-28 00:00:00,2022-11-28 00:00:00,[81.25],[78.68]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,54,{},2022-11-29 00:00:00,2022-11-29 00:00:00,[84.55],[81.25]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,55,{},2022-11-30 00:00:00,2022-11-30 00:00:00,[85.08],[84.55]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,56,{},2022-12-01 00:00:00,2022-12-01 00:00:00,[87.58],[85.08]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,57,{},2022-12-02 00:00:00,2022-12-02 00:00:00,[87.22],[87.58]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,58,{},2022-12-05 00:00:00,2022-12-05 00:00:00,[87.64],[87.22]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,59,{},2022-12-06 00:00:00,2022-12-06 00:00:00,[88.02],[87.64]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,60,{},2022-12-07 00:00:00,2022-12-07 00:00:00,[88.62],[88.02]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,61,{},2022-12-08 00:00:00,2022-12-08 00:00:00,[87.76],[88.62]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,62,{},2022-12-09 00:00:00,2022-12-09 00:00:00,[90.1],[87.76]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,63,{},2022-12-12 00:00:00,2022-12-12 00:00:00,[88.59],[90.1]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,64,{},2022-12-13 00:00:00,2022-12-13 00:00:00,[86.56],[88.59]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,65,{},2022-12-14 00:00:00,2022-12-14 00:00:00,[85.5],[86.56]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,66,{},2022-12-15 00:00:00,2022-12-15 00:00:00,[83.8],[85.5]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,67,{},2022-12-16 00:00:00,2022-12-16 00:00:00,[84.11],[83.8]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,68,{},2022-12-19 00:00:00,2022-12-19 00:00:00,[86.95],[84.11]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,69,{},2022-12-20 00:00:00,2022-12-20 00:00:00,[84.63],[86.95]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,70,{},2022-12-21 00:00:00,2022-12-21 00:00:00,[85.99],[84.63]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,71,{},2022-12-22 00:00:00,2022-12-22 00:00:00,[86.09],[85.99]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,72,{},2022-12-23 00:00:00,2022-12-23 00:00:00,[85.2875],[86.09]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,73,{},2022-12-26 00:00:00,2022-12-26 00:00:00,[85.02],[85.2875]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,74,{},2022-12-27 00:00:00,2022-12-27 00:00:00,[82.8],[85.02]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,75,{},2022-12-28 00:00:00,2022-12-28 00:00:00,[81.29],[82.8]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,76,{},2022-12-29 00:00:00,2022-12-29 00:00:00,[80.76],[81.29]
co2,EU_EEX,EU_EEX,NAIVE_LAST_PRICE,-1,77,{},2022-12-30 00:00:00,2022-12-30 00:00:00,[83.3],[80.76]
