timeframe,ticker,market,model_name,config_index,window_id,model_hyperparameters_dict,start_date,end_date,test_data_values_list,test_data_model_predictions_list
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,0,{},2022-09-14 00:00:00,2022-09-14 00:00:00,[13.38],[13.26]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,1,{},2022-09-15 00:00:00,2022-09-15 00:00:00,[13.31],[13.38]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,2,{},2022-09-16 00:00:00,2022-09-16 00:00:00,[13.23],[13.31]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,3,{},2022-09-19 00:00:00,2022-09-19 00:00:00,[13.15],[13.23]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,4,{},2022-09-20 00:00:00,2022-09-20 00:00:00,[13.08],[13.15]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,5,{},2022-09-21 00:00:00,2022-09-21 00:00:00,[12.86],[13.08]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,6,{},2022-09-22 00:00:00,2022-09-22 00:00:00,[12.71],[12.86]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,7,{},2022-09-23 00:00:00,2022-09-23 00:00:00,[12.69],[12.71]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,8,{},2022-09-26 00:00:00,2022-09-26 00:00:00,[12.79],[12.69]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,9,{},2022-09-27 00:00:00,2022-09-27 00:00:00,[12.76],[12.79]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,10,{},2022-09-28 00:00:00,2022-09-28 00:00:00,[12.87],[12.76]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,11,{},2022-09-29 00:00:00,2022-09-29 00:00:00,[13.15],[12.87]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,12,{},2022-09-30 00:00:00,2022-09-30 00:00:00,[13.12],[13.15]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,13,{},2022-10-03 00:00:00,2022-10-03 00:00:00,[13.17],[13.12]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,14,{},2022-10-04 00:00:00,2022-10-04 00:00:00,[13.26],[13.17]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,15,{},2022-10-05 00:00:00,2022-10-05 00:00:00,[13.29],[13.26]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,16,{},2022-10-06 00:00:00,2022-10-06 00:00:00,[13.33],[13.29]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,17,{},2022-10-07 00:00:00,2022-10-07 00:00:00,[13.37],[13.33]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,18,{},2022-10-10 00:00:00,2022-10-10 00:00:00,[13.23],[13.37]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,19,{},2022-10-11 00:00:00,2022-10-11 00:00:00,[13.24],[13.23]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,20,{},2022-10-12 00:00:00,2022-10-12 00:00:00,[13.28],[13.24]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,21,{},2022-10-13 00:00:00,2022-10-13 00:00:00,[13.18],[13.28]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,22,{},2022-10-14 00:00:00,2022-10-14 00:00:00,[13.19],[13.18]
co2,RGGI,RGGI,NAIVE_LAST_PRICE,-1,23,{},2022-10-17 00:00:00,2022-10-17 00:00:00,[13.02],[13.19]
