market,model,config_index,window_size,test_ratio,n_windows,train_loss_last_mean,RMSE,MAPE,R2,n_samples,hidden_units,num_layers,activation,learning_rate,batch_size,epochs,channels,blocks,kernel_size
Australia,mlp,110,10,0.1,78,0.8823803065897664,27.094498170678836,0.10199159982805298,-306.3118071577895,78,64.0,3.0,relu,0.01,64.0,16.0,,,
Australia,mlp,111,10,0.1,78,1.8188571154426496,27.14498171264202,0.10093618070130352,-307.4580650984104,78,64.0,3.0,relu,0.003,16.0,16.0,,,
Australia,mlp,112,10,0.1,78,1.8188571154426496,27.14498171264202,0.10093618070130352,-307.4580650984104,78,64.0,3.0,relu,0.003,32.0,16.0,,,
Australia,mlp,113,10,0.1,78,1.8188571154426496,27.14498171264202,0.10093618070130352,-307.4580650984104,78,64.0,3.0,relu,0.003,64.0,16.0,,,
Australia,mlp,114,10,0.1,78,0.8944261193807902,10.314545910356024,0.04454313754897816,-43.536619538636835,78,64.0,3.0,relu,0.001,16.0,16.0,,,
Australia,mlp,115,10,0.1,78,0.8944261193807902,10.314545910356024,0.04454313754897816,-43.536619538636835,78,64.0,3.0,relu,0.001,32.0,16.0,,,
Australia,mlp,116,10,0.1,78,0.8944261193807902,10.314545910356024,0.04454313754897816,-43.536619538636835,78,64.0,3.0,relu,0.001,64.0,16.0,,,
Australia,mlp,117,10,0.1,78,0.02651918418586063,0.43624696193771484,0.007082140224018905,0.9203323779788806,78,64.0,3.0,tanh,0.01,16.0,16.0,,,
Australia,mlp,118,10,0.1,78,0.02651918418586063,0.43624696193771484,0.007082140224018905,0.9203323779788806,78,64.0,3.0,tanh,0.01,32.0,16.0,,,
Australia,mlp,119,10,0.1,78,0.02651918418586063,0.43624696193771484,0.007082140224018905,0.9203323779788806,78,64.0,3.0,tanh,0.01,64.0,16.0,,,
Australia,mlp,120,10,0.1,78,0.05567434103823661,0.4262640717753132,0.008025897470407415,0.9239368194303255,78,64.0,3.0,tanh,0.003,16.0,16.0,,,
Australia,mlp,121,10,0.1,78,0.05567434103823661,0.4262640717753132,0.008025897470407415,0.9239368194303255,78,64.0,3.0,tanh,0.003,32.0,16.0,,,
Australia,mlp,122,10,0.1,78,0.05567434103823661,0.4262640717753132,0.008025897470407415,0.9239368194303255,78,64.0,3.0,tanh,0.003,64.0,16.0,,,
Australia,mlp,123,10,0.1,78,0.12929800381355633,0.37787862210710516,0.006152390603830082,0.9402247130868855,78,64.0,3.0,tanh,0.001,16.0,16.0,,,
Australia,mlp,124,10,0.1,78,0.12929800381355633,0.37787862210710516,0.006152390603830082,0.9402247130868855,78,64.0,3.0,tanh,0.001,32.0,16.0,,,
Australia,mlp,125,10,0.1,78,0.12929800381355633,0.37787862210710516,0.006152390603830082,0.9402247130868855,78,64.0,3.0,tanh,0.001,64.0,16.0,,,
Australia,mlp,126,10,0.1,78,0.404840050571716,21.8919931252241,0.0826051391362461,-199.6261916721265,78,64.0,3.0,swish,0.01,16.0,16.0,,,
Australia,mlp,127,10,0.1,78,0.404840050571716,21.8919931252241,0.0826051391362461,-199.6261916721265,78,64.0,3.0,swish,0.01,32.0,16.0,,,
Australia,mlp,128,10,0.1,78,0.404840050571716,21.8919931252241,0.0826051391362461,-199.6261916721265,78,64.0,3.0,swish,0.01,64.0,16.0,,,
Australia,mlp,129,10,0.1,78,2.4728875033000897,24.466978633561393,0.09584387143377866,-249.5980623247408,78,64.0,3.0,swish,0.003,16.0,16.0,,,
Australia,mlp,130,10,0.1,78,2.4728875033000897,24.466978633561393,0.09584387143377866,-249.5980623247408,78,64.0,3.0,swish,0.003,32.0,16.0,,,
Australia,mlp,131,10,0.1,78,2.4728875033000897,24.466978633561393,0.09584387143377866,-249.5980623247408,78,64.0,3.0,swish,0.003,64.0,16.0,,,
Australia,mlp,132,10,0.1,78,1.6387960059662128,11.736519303552882,0.05099575446430655,-56.66279082400338,78,64.0,3.0,swish,0.001,16.0,16.0,,,
Australia,mlp,133,10,0.1,78,1.6387960059662128,11.736519303552882,0.05099575446430655,-56.66279082400338,78,64.0,3.0,swish,0.001,32.0,16.0,,,
Australia,mlp,134,10,0.1,78,1.6387960059662128,11.736519303552882,0.05099575446430655,-56.66279082400338,78,64.0,3.0,swish,0.001,64.0,16.0,,,
Australia,mlp,135,10,0.1,78,0.4976867513673824,28.951497095649977,0.10502730210921077,-349.8803726896133,78,64.0,4.0,relu,0.01,16.0,16.0,,,
Australia,mlp,136,10,0.1,78,0.4976867513673824,28.951497095649977,0.10502730210921077,-349.8803726896133,78,64.0,4.0,relu,0.01,32.0,16.0,,,
Australia,mlp,137,10,0.1,78,0.4976867513673824,28.951497095649977,0.10502730210921077,-349.8803726896133,78,64.0,4.0,relu,0.01,64.0,16.0,,,
Australia,mlp,138,10,0.1,78,0.15939606051263885,25.166641468664533,0.09208003591773856,-264.1352963194012,78,64.0,4.0,relu,0.003,16.0,16.0,,,
Australia,mlp,139,10,0.1,78,0.15939606051263885,25.166641468664533,0.09208003591773856,-264.1352963194012,78,64.0,4.0,relu,0.003,32.0,16.0,,,
Australia,mlp,140,10,0.1,78,0.15939606051263885,25.166641468664533,0.09208003591773856,-264.1352963194012,78,64.0,4.0,relu,0.003,64.0,16.0,,,
Australia,mlp,141,10,0.1,78,0.6118670256997015,5.328505097138555,0.028156642809401593,-10.88578292485161,78,64.0,4.0,relu,0.001,16.0,16.0,,,
Australia,mlp,142,10,0.1,78,0.6118670256997015,5.328505097138555,0.028156642809401593,-10.88578292485161,78,64.0,4.0,relu,0.001,32.0,16.0,,,
Australia,mlp,143,10,0.1,78,0.6118670256997015,5.328505097138555,0.028156642809401593,-10.88578292485161,78,64.0,4.0,relu,0.001,64.0,16.0,,,
Australia,mlp,144,10,0.1,78,0.031764382990121916,0.43691708374217497,0.00744079284315374,0.920087434085375,78,64.0,4.0,tanh,0.01,16.0,16.0,,,
Australia,mlp,145,10,0.1,78,0.031764382990121916,0.43691708374217497,0.00744079284315374,0.920087434085375,78,64.0,4.0,tanh,0.01,32.0,16.0,,,
Australia,mlp,146,10,0.1,78,0.031764382990121916,0.43691708374217497,0.00744079284315374,0.920087434085375,78,64.0,4.0,tanh,0.01,64.0,16.0,,,
Australia,mlp,147,10,0.1,78,0.04294577573100702,0.41404503040849183,0.007060334254442773,0.9282350848128629,78,64.0,4.0,tanh,0.003,16.0,16.0,,,
Australia,mlp,148,10,0.1,78,0.04294577573100702,0.41404503040849183,0.007060334254442773,0.9282350848128629,78,64.0,4.0,tanh,0.003,32.0,16.0,,,
Australia,mlp,149,10,0.1,78,0.04294577573100702,0.41404503040849183,0.007060334254442773,0.9282350848128629,78,64.0,4.0,tanh,0.003,64.0,16.0,,,
Australia,mlp,150,10,0.1,78,0.15382260611080803,0.372294935101545,0.005984513176724199,0.9419781891462186,78,64.0,4.0,tanh,0.001,16.0,16.0,,,
Australia,mlp,151,10,0.1,78,0.15382260611080803,0.372294935101545,0.005984513176724199,0.9419781891462186,78,64.0,4.0,tanh,0.001,32.0,16.0,,,
Australia,mlp,152,10,0.1,78,0.15382260611080803,0.372294935101545,0.005984513176724199,0.9419781891462186,78,64.0,4.0,tanh,0.001,64.0,16.0,,,
Australia,mlp,153,10,0.1,78,0.061707963136331485,12.442229426970599,0.048687701166385836,-63.80573395779645,78,64.0,4.0,swish,0.01,16.0,16.0,,,
Australia,mlp,154,10,0.1,78,0.061707963136331485,12.442229426970599,0.048687701166385836,-63.80573395779645,78,64.0,4.0,swish,0.01,32.0,16.0,,,
Australia,mlp,155,10,0.1,78,0.061707963136331485,12.442229426970599,0.048687701166385836,-63.80573395779645,78,64.0,4.0,swish,0.01,64.0,16.0,,,
Australia,mlp,156,10,0.1,78,0.1636202675032016,17.109103197045716,0.06412651735789443,-121.5382051693775,78,64.0,4.0,swish,0.003,16.0,16.0,,,
Australia,mlp,157,10,0.1,78,0.1636202675032016,17.109103197045716,0.06412651735789443,-121.5382051693775,78,64.0,4.0,swish,0.003,32.0,16.0,,,
Australia,mlp,158,10,0.1,78,0.1636202675032016,17.109103197045716,0.06412651735789443,-121.5382051693775,78,64.0,4.0,swish,0.003,64.0,16.0,,,
Australia,mlp,159,10,0.1,78,0.6010416665587213,8.331089755539436,0.038633769539960575,-28.054984626135745,78,64.0,4.0,swish,0.001,16.0,16.0,,,
Australia,mlp,160,10,0.1,78,0.6010416665587213,8.331089755539436,0.038633769539960575,-28.054984626135745,78,64.0,4.0,swish,0.001,32.0,16.0,,,
Australia,mlp,161,10,0.1,78,0.6010416665587213,8.331089755539436,0.038633769539960575,-28.054984626135745,78,64.0,4.0,swish,0.001,64.0,16.0,,,
Australia,mlp,162,10,0.1,78,24.961823962530335,30.23689274930873,0.1281716841861717,-381.7289748541919,78,128.0,2.0,relu,0.01,16.0,16.0,,,
Australia,mlp,163,10,0.1,78,24.961823962530335,30.23689274930873,0.1281716841861717,-381.7289748541919,78,128.0,2.0,relu,0.01,32.0,16.0,,,
Australia,mlp,164,10,0.1,78,24.961823962530335,30.23689274930873,0.1281716841861717,-381.7289748541919,78,128.0,2.0,relu,0.01,64.0,16.0,,,
Australia,mlp,165,10,0.1,78,19.790299126345555,22.116096774054594,0.09262468969683872,-203.75475043142075,78,128.0,2.0,relu,0.003,16.0,16.0,,,
Australia,mlp,166,10,0.1,78,19.790299126345555,22.116096774054594,0.09262468969683872,-203.75475043142075,78,128.0,2.0,relu,0.003,32.0,16.0,,,
Australia,mlp,167,10,0.1,78,19.790299126345555,22.116096774054594,0.09262468969683872,-203.75475043142075,78,128.0,2.0,relu,0.003,64.0,16.0,,,
