market,model,config_index,window_size,test_ratio,n_windows,train_loss_last_mean,RMSE,MAPE,R2,n_samples,hidden_units,num_layers,activation,learning_rate,batch_size,epochs,channels,blocks,kernel_size
Australia,naive_last_price,-1,10,0.1,78,,0.2855132948281882,0.0036432573674322656,0.9658752329927942,78,,,,,,,,,
Australia,mlp,0,10,0.1,78,0.4822252800749527,15.504351198223596,0.0646655483742642,-99.62924580229779,78,32.0,2.0,relu,0.01,16.0,16.0,,,
Australia,mlp,1,10,0.1,78,0.4822252800749527,15.504351198223596,0.0646655483742642,-99.62924580229779,78,32.0,2.0,relu,0.01,32.0,16.0,,,
Australia,mlp,2,10,0.1,78,0.4822252800749527,15.504351198223596,0.0646655483742642,-99.62924580229779,78,32.0,2.0,relu,0.01,64.0,16.0,,,
Australia,mlp,3,10,0.1,78,1.0673609113444587,15.601526492265446,0.06130076631796598,-100.89460942975504,78,32.0,2.0,relu,0.003,16.0,16.0,,,
Australia,mlp,4,10,0.1,78,1.0673609113444587,15.601526492265446,0.06130076631796598,-100.89460942975504,78,32.0,2.0,relu,0.003,32.0,16.0,,,
Australia,mlp,5,10,0.1,78,1.0673609113444587,15.601526492265446,0.06130076631796598,-100.89460942975504,78,32.0,2.0,relu,0.003,64.0,16.0,,,
Australia,mlp,6,10,0.1,78,11.95828020645422,6.404738690786208,0.04228614020360715,-16.171959447557104,78,32.0,2.0,relu,0.001,16.0,16.0,,,
Australia,mlp,7,10,0.1,78,11.95828020645422,6.404738690786208,0.04228614020360715,-16.171959447557104,78,32.0,2.0,relu,0.001,32.0,16.0,,,
Australia,mlp,8,10,0.1,78,11.95828020645422,6.404738690786208,0.04228614020360715,-16.171959447557104,78,32.0,2.0,relu,0.001,64.0,16.0,,,
Australia,mlp,9,10,0.1,78,0.04562639879086652,0.4526799893625027,0.008210642404822851,0.9142173186218268,78,32.0,2.0,tanh,0.01,16.0,16.0,,,
Australia,mlp,10,10,0.1,78,0.04562639879086652,0.4526799893625027,0.008210642404822851,0.9142173186218268,78,32.0,2.0,tanh,0.01,32.0,16.0,,,
Australia,mlp,11,10,0.1,78,0.04562639879086652,0.4526799893625027,0.008210642404822851,0.9142173186218268,78,32.0,2.0,tanh,0.01,64.0,16.0,,,
Australia,mlp,12,10,0.1,78,0.12542613803144867,0.4046118277887769,0.006573123244576629,0.9314678792531508,78,32.0,2.0,tanh,0.003,16.0,16.0,,,
Australia,mlp,13,10,0.1,78,0.12542613803144867,0.4046118277887769,0.006573123244576629,0.9314678792531508,78,32.0,2.0,tanh,0.003,32.0,16.0,,,
Australia,mlp,14,10,0.1,78,0.12542613803144867,0.4046118277887769,0.006573123244576629,0.9314678792531508,78,32.0,2.0,tanh,0.003,64.0,16.0,,,
Australia,mlp,15,10,0.1,78,0.4180019174908431,0.43346435923685644,0.010959092082573266,0.9213454570626325,78,32.0,2.0,tanh,0.001,16.0,16.0,,,
Australia,mlp,16,10,0.1,78,0.4180019174908431,0.43346435923685644,0.010959092082573266,0.9213454570626325,78,32.0,2.0,tanh,0.001,32.0,16.0,,,
Australia,mlp,17,10,0.1,78,0.4180019174908431,0.43346435923685644,0.010959092082573266,0.9213454570626325,78,32.0,2.0,tanh,0.001,64.0,16.0,,,
Australia,mlp,18,10,0.1,78,0.9174129919862398,18.374386450878138,0.07143146333935076,-140.33271949957822,78,32.0,2.0,swish,0.01,16.0,16.0,,,
Australia,mlp,19,10,0.1,78,0.9174129919862398,18.374386450878138,0.07143146333935076,-140.33271949957822,78,32.0,2.0,swish,0.01,32.0,16.0,,,
Australia,mlp,20,10,0.1,78,0.9174129919862398,18.374386450878138,0.07143146333935076,-140.33271949957822,78,32.0,2.0,swish,0.01,64.0,16.0,,,
Australia,mlp,21,10,0.1,78,7.929506186010817,20.37184233370724,0.08327062486439513,-172.73112655914196,78,32.0,2.0,swish,0.003,16.0,16.0,,,
Australia,mlp,22,10,0.1,78,7.929506186010817,20.37184233370724,0.08327062486439513,-172.73112655914196,78,32.0,2.0,swish,0.003,32.0,16.0,,,
Australia,mlp,23,10,0.1,78,7.929506186010817,20.37184233370724,0.08327062486439513,-172.73112655914196,78,32.0,2.0,swish,0.003,64.0,16.0,,,
Australia,mlp,24,10,0.1,78,11.995114460110273,7.160396472711472,0.04529875170228909,-20.463036448753925,78,32.0,2.0,swish,0.001,16.0,16.0,,,
Australia,mlp,25,10,0.1,78,11.995114460110273,7.160396472711472,0.04529875170228909,-20.463036448753925,78,32.0,2.0,swish,0.001,32.0,16.0,,,
Australia,mlp,26,10,0.1,78,11.995114460110273,7.160396472711472,0.04529875170228909,-20.463036448753925,78,32.0,2.0,swish,0.001,64.0,16.0,,,
Australia,mlp,27,10,0.1,78,0.2613899701099842,12.973970166107074,0.05103020410167434,-69.46327314035386,78,32.0,3.0,relu,0.01,16.0,16.0,,,
Australia,mlp,28,10,0.1,78,0.2613899701099842,12.973970166107074,0.05103020410167434,-69.46327314035386,78,32.0,3.0,relu,0.01,32.0,16.0,,,
Australia,mlp,29,10,0.1,78,0.2613899701099842,12.973970166107074,0.05103020410167434,-69.46327314035386,78,32.0,3.0,relu,0.01,64.0,16.0,,,
Australia,mlp,30,10,0.1,78,0.6916237907798626,8.399481657869424,0.03803963707694928,-28.533981281681648,78,32.0,3.0,relu,0.003,16.0,16.0,,,
Australia,mlp,31,10,0.1,78,0.6916237907798626,8.399481657869424,0.03803963707694928,-28.533981281681648,78,32.0,3.0,relu,0.003,32.0,16.0,,,
Australia,mlp,32,10,0.1,78,0.6916237907798626,8.399481657869424,0.03803963707694928,-28.533981281681648,78,32.0,3.0,relu,0.003,64.0,16.0,,,
Australia,mlp,33,10,0.1,78,1.0458336143371223,1.6559244279265477,0.019055674595529273,-0.14788412270030404,78,32.0,3.0,relu,0.001,16.0,16.0,,,
Australia,mlp,34,10,0.1,78,1.0458336143371223,1.6559244279265477,0.019055674595529273,-0.14788412270030404,78,32.0,3.0,relu,0.001,32.0,16.0,,,
Australia,mlp,35,10,0.1,78,1.0458336143371223,1.6559244279265477,0.019055674595529273,-0.14788412270030404,78,32.0,3.0,relu,0.001,64.0,16.0,,,
Australia,mlp,36,10,0.1,78,0.04870536716584749,0.4758561453749344,0.00772800674137567,0.9052087199822391,78,32.0,3.0,tanh,0.01,16.0,16.0,,,
Australia,mlp,37,10,0.1,78,0.04870536716584749,0.4758561453749344,0.00772800674137567,0.9052087199822391,78,32.0,3.0,tanh,0.01,32.0,16.0,,,
Australia,mlp,38,10,0.1,78,0.04870536716584749,0.4758561453749344,0.00772800674137567,0.9052087199822391,78,32.0,3.0,tanh,0.01,64.0,16.0,,,
Australia,mlp,39,10,0.1,78,0.12701286996031205,0.4208891342380818,0.007063873277547402,0.9258429489340512,78,32.0,3.0,tanh,0.003,16.0,16.0,,,
Australia,mlp,40,10,0.1,78,0.12701286996031205,0.4208891342380818,0.007063873277547402,0.9258429489340512,78,32.0,3.0,tanh,0.003,32.0,16.0,,,
Australia,mlp,41,10,0.1,78,0.12701286996031205,0.4208891342380818,0.007063873277547402,0.9258429489340512,78,32.0,3.0,tanh,0.003,64.0,16.0,,,
Australia,mlp,42,10,0.1,78,0.3815258696991711,0.43261633967390284,0.010914995681447489,0.9216529118462412,78,32.0,3.0,tanh,0.001,16.0,16.0,,,
Australia,mlp,43,10,0.1,78,0.3815258696991711,0.43261633967390284,0.010914995681447489,0.9216529118462412,78,32.0,3.0,tanh,0.001,32.0,16.0,,,
Australia,mlp,44,10,0.1,78,0.3815258696991711,0.43261633967390284,0.010914995681447489,0.9216529118462412,78,32.0,3.0,tanh,0.001,64.0,16.0,,,
Australia,mlp,45,10,0.1,78,0.0964061287026524,15.630499123822272,0.06144957932273755,-101.27340519829285,78,32.0,3.0,swish,0.01,16.0,16.0,,,
Australia,mlp,46,10,0.1,78,0.0964061287026524,15.630499123822272,0.06144957932273755,-101.27340519829285,78,32.0,3.0,swish,0.01,32.0,16.0,,,
Australia,mlp,47,10,0.1,78,0.0964061287026524,15.630499123822272,0.06144957932273755,-101.27340519829285,78,32.0,3.0,swish,0.01,64.0,16.0,,,
Australia,mlp,48,10,0.1,78,0.3304331701837304,20.838271944299382,0.07970774946765924,-180.77762543976763,78,32.0,3.0,swish,0.003,16.0,16.0,,,
Australia,mlp,49,10,0.1,78,0.3304331701837304,20.838271944299382,0.07970774946765924,-180.77762543976763,78,32.0,3.0,swish,0.003,32.0,16.0,,,
Australia,mlp,50,10,0.1,78,0.3304331701837304,20.838271944299382,0.07970774946765924,-180.77762543976763,78,32.0,3.0,swish,0.003,64.0,16.0,,,
Australia,mlp,51,10,0.1,78,1.0674394047181033,3.528714159497292,0.026056252985703222,-4.212546994449459,78,32.0,3.0,swish,0.001,16.0,16.0,,,
Australia,mlp,52,10,0.1,78,1.0674394047181033,3.528714159497292,0.026056252985703222,-4.212546994449459,78,32.0,3.0,swish,0.001,32.0,16.0,,,
Australia,mlp,53,10,0.1,78,1.0674394047181033,3.528714159497292,0.026056252985703222,-4.212546994449459,78,32.0,3.0,swish,0.001,64.0,16.0,,,
Australia,mlp,54,10,0.1,78,0.14080302176308834,13.585492359603215,0.054056017285231586,-76.26232773527863,78,32.0,4.0,relu,0.01,16.0,16.0,,,
Australia,mlp,55,10,0.1,78,0.14080302176308834,13.585492359603215,0.054056017285231586,-76.26232773527863,78,32.0,4.0,relu,0.01,32.0,16.0,,,
Australia,mlp,56,10,0.1,78,0.14080302176308834,13.585492359603215,0.054056017285231586,-76.26232773527863,78,32.0,4.0,relu,0.01,64.0,16.0,,,
Australia,mlp,57,10,0.1,78,0.40788389661825836,8.261898919601016,0.0383611552188114,-27.574377487128533,78,32.0,4.0,relu,0.003,16.0,16.0,,,
Australia,mlp,58,10,0.1,78,0.40788389661825836,8.261898919601016,0.0383611552188114,-27.574377487128533,78,32.0,4.0,relu,0.003,32.0,16.0,,,
Australia,mlp,59,10,0.1,78,0.40788389661825836,8.261898919601016,0.0383611552188114,-27.574377487128533,78,32.0,4.0,relu,0.003,64.0,16.0,,,
Australia,mlp,60,10,0.1,78,0.8764389547637293,0.9472501721841673,0.016078417924363226,0.6243819887250377,78,32.0,4.0,relu,0.001,16.0,16.0,,,
Australia,mlp,61,10,0.1,78,0.8764389547637293,0.9472501721841673,0.016078417924363226,0.6243819887250377,78,32.0,4.0,relu,0.001,32.0,16.0,,,
Australia,mlp,62,10,0.1,78,0.8764389547637293,0.9472501721841673,0.016078417924363226,0.6243819887250377,78,32.0,4.0,relu,0.001,64.0,16.0,,,
Australia,mlp,63,10,0.1,78,0.057583203249799764,0.42170772588246125,0.007476579429708301,0.9255542107857638,78,32.0,4.0,tanh,0.01,16.0,16.0,,,
Australia,mlp,64,10,0.1,78,0.057583203249799764,0.42170772588246125,0.007476579429708301,0.9255542107857638,78,32.0,4.0,tanh,0.01,32.0,16.0,,,
Australia,mlp,65,10,0.1,78,0.057583203249799764,0.42170772588246125,0.007476579429708301,0.9255542107857638,78,32.0,4.0,tanh,0.01,64.0,16.0,,,
Australia,mlp,66,10,0.1,78,0.12958921635529408,0.39192027242822236,0.007039682967679346,0.9356997768899892,78,32.0,4.0,tanh,0.003,16.0,16.0,,,
Australia,mlp,67,10,0.1,78,0.12958921635529408,0.39192027242822236,0.007039682967679346,0.9356997768899892,78,32.0,4.0,tanh,0.003,32.0,16.0,,,
Australia,mlp,68,10,0.1,78,0.12958921635529408,0.39192027242822236,0.007039682967679346,0.9356997768899892,78,32.0,4.0,tanh,0.003,64.0,16.0,,,
Australia,mlp,69,10,0.1,78,0.4544185699748759,0.43088681427700953,0.011303865490279213,0.9222780959041784,78,32.0,4.0,tanh,0.001,16.0,16.0,,,
Australia,mlp,70,10,0.1,78,0.4544185699748759,0.43088681427700953,0.011303865490279213,0.9222780959041784,78,32.0,4.0,tanh,0.001,32.0,16.0,,,
Australia,mlp,71,10,0.1,78,0.4544185699748759,0.43088681427700953,0.011303865490279213,0.9222780959041784,78,32.0,4.0,tanh,0.001,64.0,16.0,,,
Australia,mlp,72,10,0.1,78,0.09844246871916067,18.6481485183108,0.0702176079462687,-144.57555747326015,78,32.0,4.0,swish,0.01,16.0,16.0,,,
Australia,mlp,73,10,0.1,78,0.09844246871916067,18.6481485183108,0.0702176079462687,-144.57555747326015,78,32.0,4.0,swish,0.01,32.0,16.0,,,
Australia,mlp,74,10,0.1,78,0.09844246871916067,18.6481485183108,0.0702176079462687,-144.57555747326015,78,32.0,4.0,swish,0.01,64.0,16.0,,,
Australia,mlp,75,10,0.1,78,0.32827188803975543,21.713706608907312,0.08185450311778981,-196.37173284049007,78,32.0,4.0,swish,0.003,16.0,16.0,,,
Australia,mlp,76,10,0.1,78,0.32827188803975543,21.713706608907312,0.08185450311778981,-196.37173284049007,78,32.0,4.0,swish,0.003,32.0,16.0,,,
Australia,mlp,77,10,0.1,78,0.32827188803975543,21.713706608907312,0.08185450311778981,-196.37173284049007,78,32.0,4.0,swish,0.003,64.0,16.0,,,
Australia,mlp,78,10,0.1,78,0.8961125338503805,2.190045481634273,0.020757798394440835,-1.007813136785829,78,32.0,4.0,swish,0.001,16.0,16.0,,,
Australia,mlp,79,10,0.1,78,0.8961125338503805,2.190045481634273,0.020757798394440835,-1.007813136785829,78,32.0,4.0,swish,0.001,32.0,16.0,,,
Australia,mlp,80,10,0.1,78,0.8961125338503805,2.190045481634273,0.020757798394440835,-1.007813136785829,78,32.0,4.0,swish,0.001,64.0,16.0,,,
Australia,mlp,81,10,0.1,78,1.8643043156674441,29.593969236264968,0.11347599705146034,-365.6261676932513,78,64.0,2.0,relu,0.01,16.0,16.0,,,
Australia,mlp,82,10,0.1,78,1.8643043156674441,29.593969236264968,0.11347599705146034,-365.6261676932513,78,64.0,2.0,relu,0.01,32.0,16.0,,,
Australia,mlp,83,10,0.1,78,1.8643043156674441,29.593969236264968,0.11347599705146034,-365.6261676932513,78,64.0,2.0,relu,0.01,64.0,16.0,,,
Australia,mlp,84,10,0.1,78,19.03321661137437,28.35848996999499,0.12023128040460304,-335.65357205695045,78,64.0,2.0,relu,0.003,16.0,16.0,,,
Australia,mlp,85,10,0.1,78,19.03321661137437,28.35848996999499,0.12023128040460304,-335.65357205695045,78,64.0,2.0,relu,0.003,32.0,16.0,,,
Australia,mlp,86,10,0.1,78,19.03321661137437,28.35848996999499,0.12023128040460304,-335.65357205695045,78,64.0,2.0,relu,0.003,64.0,16.0,,,
Australia,mlp,87,10,0.1,78,1.7530460942179138,8.621066059216076,0.03751969999966844,-30.112790811594575,78,64.0,2.0,relu,0.001,16.0,16.0,,,
Australia,mlp,88,10,0.1,78,1.7530460942179138,8.621066059216076,0.03751969999966844,-30.112790811594575,78,64.0,2.0,relu,0.001,32.0,16.0,,,
Australia,mlp,89,10,0.1,78,1.7530460942179138,8.621066059216076,0.03751969999966844,-30.112790811594575,78,64.0,2.0,relu,0.001,64.0,16.0,,,
Australia,mlp,90,10,0.1,78,0.025965527058220826,0.39458822817151906,0.007663290650041937,0.9348213632615666,78,64.0,2.0,tanh,0.01,16.0,16.0,,,
Australia,mlp,91,10,0.1,78,0.025965527058220826,0.39458822817151906,0.007663290650041937,0.9348213632615666,78,64.0,2.0,tanh,0.01,32.0,16.0,,,
Australia,mlp,92,10,0.1,78,0.025965527058220826,0.39458822817151906,0.007663290650041937,0.9348213632615666,78,64.0,2.0,tanh,0.01,64.0,16.0,,,
Australia,mlp,93,10,0.1,78,0.05626971633486951,0.38330689320386513,0.007923092408092655,0.93849501992877,78,64.0,2.0,tanh,0.003,16.0,16.0,,,
Australia,mlp,94,10,0.1,78,0.05626971633486951,0.38330689320386513,0.007923092408092655,0.93849501992877,78,64.0,2.0,tanh,0.003,32.0,16.0,,,
Australia,mlp,95,10,0.1,78,0.05626971633486951,0.38330689320386513,0.007923092408092655,0.93849501992877,78,64.0,2.0,tanh,0.003,64.0,16.0,,,
Australia,mlp,96,10,0.1,78,0.10291205360949672,0.3574163347510189,0.006072440288780863,0.9465231500876705,78,64.0,2.0,tanh,0.001,16.0,16.0,,,
Australia,mlp,97,10,0.1,78,0.10291205360949672,0.3574163347510189,0.006072440288780863,0.9465231500876705,78,64.0,2.0,tanh,0.001,32.0,16.0,,,
Australia,mlp,98,10,0.1,78,0.10291205360949672,0.3574163347510189,0.006072440288780863,0.9465231500876705,78,64.0,2.0,tanh,0.001,64.0,16.0,,,
Australia,mlp,99,10,0.1,78,50.178442796604195,24.93400880365638,0.1044152611948423,-259.2562933562632,78,64.0,2.0,swish,0.01,16.0,16.0,,,
Australia,mlp,100,10,0.1,78,50.178442796604195,24.93400880365638,0.1044152611948423,-259.2562933562632,78,64.0,2.0,swish,0.01,32.0,16.0,,,
Australia,mlp,101,10,0.1,78,50.178442796604195,24.93400880365638,0.1044152611948423,-259.2562933562632,78,64.0,2.0,swish,0.01,64.0,16.0,,,
Australia,mlp,102,10,0.1,78,23.5765381439475,21.743953591496627,0.09710870874981366,-196.9219896419098,78,64.0,2.0,swish,0.003,16.0,16.0,,,
Australia,mlp,103,10,0.1,78,23.5765381439475,21.743953591496627,0.09710870874981366,-196.9219896419098,78,64.0,2.0,swish,0.003,32.0,16.0,,,
Australia,mlp,104,10,0.1,78,23.5765381439475,21.743953591496627,0.09710870874981366,-196.9219896419098,78,64.0,2.0,swish,0.003,64.0,16.0,,,
Australia,mlp,105,10,0.1,78,3.8163784086263592,9.5242088699013,0.043369142628932024,-36.97299441296353,78,64.0,2.0,swish,0.001,16.0,16.0,,,
Australia,mlp,106,10,0.1,78,3.8163784086263592,9.5242088699013,0.043369142628932024,-36.97299441296353,78,64.0,2.0,swish,0.001,32.0,16.0,,,
Australia,mlp,107,10,0.1,78,3.8163784086263592,9.5242088699013,0.043369142628932024,-36.97299441296353,78,64.0,2.0,swish,0.001,64.0,16.0,,,
Australia,mlp,108,10,0.1,78,0.8823803065897664,27.094498170678836,0.10199159982805298,-306.3118071577895,78,64.0,3.0,relu,0.01,16.0,16.0,,,
Australia,mlp,109,10,0.1,78,0.8823803065897664,27.094498170678836,0.10199159982805298,-306.3118071577895,78,64.0,3.0,relu,0.01,32.0,16.0,,,
