timeframe,ticker,market,model_name,config_index,window_id,model_hyperparameters_dict,start_date,end_date,test_data_values_list,test_data_model_predictions_list
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,27,{},2022-10-21 00:00:00,2022-10-21 00:00:00,[57.11],[55.38]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,28,{},2022-10-24 00:00:00,2022-10-24 00:00:00,[56.49],[57.11]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,29,{},2022-10-25 00:00:00,2022-10-25 00:00:00,[55.52],[56.49]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,30,{},2022-10-26 00:00:00,2022-10-26 00:00:00,[55.77],[55.52]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,31,{},2022-10-27 00:00:00,2022-10-27 00:00:00,[55.8],[55.77]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,32,{},2022-10-28 00:00:00,2022-10-28 00:00:00,[55.17],[55.8]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,33,{},2022-10-31 00:00:00,2022-10-31 00:00:00,[55.49],[55.17]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,34,{},2022-11-01 00:00:00,2022-11-01 00:00:00,[55.97],[55.49]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,35,{},2022-11-02 00:00:00,2022-11-02 00:00:00,[56.0],[55.97]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,36,{},2022-11-03 00:00:00,2022-11-03 00:00:00,[55.6],[56.0]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,37,{},2022-11-04 00:00:00,2022-11-04 00:00:00,[55.49],[55.6]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,38,{},2022-11-07 00:00:00,2022-11-07 00:00:00,[55.35],[55.49]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,39,{},2022-11-08 00:00:00,2022-11-08 00:00:00,[55.9],[55.35]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,40,{},2022-11-09 00:00:00,2022-11-09 00:00:00,[55.67],[55.9]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,41,{},2022-11-10 00:00:00,2022-11-10 00:00:00,[55.0],[55.67]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,42,{},2022-11-11 00:00:00,2022-11-11 00:00:00,[55.37],[55.0]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,43,{},2022-11-14 00:00:00,2022-11-14 00:00:00,[55.03],[55.37]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,44,{},2022-11-15 00:00:00,2022-11-15 00:00:00,[55.015],[55.03]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,45,{},2022-11-16 00:00:00,2022-11-16 00:00:00,[55.0],[55.015]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,46,{},2022-11-17 00:00:00,2022-11-17 00:00:00,[54.7525],[55.0]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,47,{},2022-11-18 00:00:00,2022-11-18 00:00:00,[54.01],[54.7525]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,48,{},2022-11-21 00:00:00,2022-11-21 00:00:00,[57.19],[54.01]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,49,{},2022-11-22 00:00:00,2022-11-22 00:00:00,[54.91],[57.19]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,50,{},2022-11-23 00:00:00,2022-11-23 00:00:00,[53.28],[54.91]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,51,{},2022-11-24 00:00:00,2022-11-24 00:00:00,[54.0],[53.28]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,52,{},2022-11-25 00:00:00,2022-11-25 00:00:00,[53.97],[54.0]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,53,{},2022-11-28 00:00:00,2022-11-28 00:00:00,[56.99],[53.97]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,54,{},2022-11-29 00:00:00,2022-11-29 00:00:00,[55.0],[56.99]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,55,{},2022-11-30 00:00:00,2022-11-30 00:00:00,[56.99],[55.0]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,56,{},2022-12-01 00:00:00,2022-12-01 00:00:00,[57.24],[56.99]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,57,{},2022-12-02 00:00:00,2022-12-02 00:00:00,[55.0],[57.24]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,58,{},2022-12-05 00:00:00,2022-12-05 00:00:00,[53.5],[55.0]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,59,{},2022-12-06 00:00:00,2022-12-06 00:00:00,[55.15],[53.5]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,60,{},2022-12-07 00:00:00,2022-12-07 00:00:00,[55.24],[55.15]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,61,{},2022-12-08 00:00:00,2022-12-08 00:00:00,[55.44],[55.24]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,62,{},2022-12-09 00:00:00,2022-12-09 00:00:00,[55.6125],[55.44]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,63,{},2022-12-12 00:00:00,2022-12-12 00:00:00,[55.67],[55.6125]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,64,{},2022-12-13 00:00:00,2022-12-13 00:00:00,[55.14],[55.67]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,65,{},2022-12-14 00:00:00,2022-12-14 00:00:00,[55.42],[55.14]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,66,{},2022-12-15 00:00:00,2022-12-15 00:00:00,[54.9],[55.42]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,67,{},2022-12-16 00:00:00,2022-12-16 00:00:00,[54.86],[54.9]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,68,{},2022-12-19 00:00:00,2022-12-19 00:00:00,[55.435],[54.86]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,69,{},2022-12-20 00:00:00,2022-12-20 00:00:00,[56.01],[55.435]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,70,{},2022-12-21 00:00:00,2022-12-21 00:00:00,[56.585],[56.01]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,71,{},2022-12-22 00:00:00,2022-12-22 00:00:00,[57.16],[56.585]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,72,{},2022-12-23 00:00:00,2022-12-23 00:00:00,[55.23],[57.16]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,73,{},2022-12-26 00:00:00,2022-12-26 00:00:00,[57.11],[55.23]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,74,{},2022-12-27 00:00:00,2022-12-27 00:00:00,[57.36],[57.11]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,75,{},2022-12-28 00:00:00,2022-12-28 00:00:00,[58.94],[57.36]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,76,{},2022-12-29 00:00:00,2022-12-29 00:00:00,[54.01],[58.94]
co2,Shanghai,Shanghai,NAIVE_LAST_PRICE,-1,77,{},2022-12-30 00:00:00,2022-12-30 00:00:00,[54.55272727272728],[54.01]
