timeframe,ticker,market,model_name,config_index,window_id,model_hyperparameters_dict,start_date,end_date,test_data_values_list,test_data_model_predictions_list
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,54,{},2022-11-29 00:00:00,2022-11-29 00:00:00,[83.5],[84.15]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,55,{},2022-11-30 00:00:00,2022-11-30 00:00:00,[82.45],[83.5]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,56,{},2022-12-01 00:00:00,2022-12-01 00:00:00,[81.0],[82.45]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,57,{},2022-12-02 00:00:00,2022-12-02 00:00:00,[81.0],[81.0]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,58,{},2022-12-05 00:00:00,2022-12-05 00:00:00,[82.0],[81.0]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,59,{},2022-12-06 00:00:00,2022-12-06 00:00:00,[82.5],[82.0]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,60,{},2022-12-07 00:00:00,2022-12-07 00:00:00,[82.5],[82.5]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,61,{},2022-12-08 00:00:00,2022-12-08 00:00:00,[83.25],[82.5]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,62,{},2022-12-09 00:00:00,2022-12-09 00:00:00,[83.37],[83.25]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,63,{},2022-12-12 00:00:00,2022-12-12 00:00:00,[83.0],[83.37]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,64,{},2022-12-13 00:00:00,2022-12-13 00:00:00,[83.5],[83.0]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,65,{},2022-12-14 00:00:00,2022-12-14 00:00:00,[86.0],[83.5]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,66,{},2022-12-15 00:00:00,2022-12-15 00:00:00,[77.5],[86.0]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,67,{},2022-12-16 00:00:00,2022-12-16 00:00:00,[77.17],[77.5]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,68,{},2022-12-19 00:00:00,2022-12-19 00:00:00,[77.0],[77.17]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,69,{},2022-12-20 00:00:00,2022-12-20 00:00:00,[76.5],[77.0]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,70,{},2022-12-21 00:00:00,2022-12-21 00:00:00,[76.0],[76.5]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,71,{},2022-12-22 00:00:00,2022-12-22 00:00:00,[76.97],[76.0]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,72,{},2022-12-23 00:00:00,2022-12-23 00:00:00,[77.21000000000001],[76.97]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,73,{},2022-12-26 00:00:00,2022-12-26 00:00:00,[77.29],[77.21000000000001]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,74,{},2022-12-27 00:00:00,2022-12-27 00:00:00,[77.37],[77.29]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,75,{},2022-12-28 00:00:00,2022-12-28 00:00:00,[77.0],[77.37]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,76,{},2022-12-29 00:00:00,2022-12-29 00:00:00,[76.42],[77.0]
co2,NewZealand,NewZealand,NAIVE_LAST_PRICE,-1,77,{},2022-12-30 00:00:00,2022-12-30 00:00:00,[76.42],[76.42]
